X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
-114.069894071035,50.9755217735067,"4768602450",node,12.5,clinic,clinic,Pinnacle Medical Centres,,,,,,,,,,,,,,,,,,,,,,,,78994297,4,2019/12/30 01:56:59+00,6d8ebc18b00c4f9d96382c90e5a62766
-114.069427282847,50.9779670261195,"4768738321",node,12.5,dentist,dentist,Heritage Denture Centre,,,,,,,,,,,,,,,,,,,,,,,,78994297,3,2019/12/30 01:56:59+00,7455f301818749208341c7ef84e50617
-114.06895261567,50.9779879808775,"4768738339",node,12.5,dentist,dentist,Heritage Dental Centre,,,,,,,,,,,,,,,,,,,,,,,,78994297,3,2019/12/30 01:56:59+00,26e26176ff7e46c3b24ed59b4e210910
-114.06990924228,50.9785040546558,"4768738330",node,12.5,pharmacy,pharmacy,London Drugs,,,,,,,,,,,,,,,,,,,,,,,,73941335,2,2019/08/31 02:59:51+00,1d8f0f18177b4a7085407674aa8878bb
-114.069703131281,50.9782178964815,"4768738334",node,12.5,clinic,clinic,Heritage Plaza Chiropractic & Massage Therapy,,,,,,,,,,,,,,,,,,,,,,,,73941335,3,2019/08/31 02:59:51+00,2789d4881d5d4b658925ca200bf9babd
-114.069015312306,50.9779875617823,"4768738336",node,12.5,clinic,clinic,Heritage Family Medical,,,,,,,,,,,,,,,,,,,,,,,,78994297,3,2019/12/30 01:56:59+00,dd91775ca4344ddcbabbafc45e47f48d
-101.04600105437,50.4259799777509,"275517504",node,9.375,hospital,,Birtle Hospital,,,,,,,,,,,,,,,,,,,,,,,,438097,2,2008/07/08 16:28:23+00,3198981f301549d997625740993c1269
-80.4884724084507,43.4261117377568,"4772113786",node,12.5,dentist,dentist,Laurentian Dental Centre,,,,,,,,,,,,,,,,,,,,,,,,112548619,2,2021/10/15 15:47:20+00,6df69cb3098d4684b81065d7fcdce032
-114.07245767612,50.9676558602926,"4772212737",node,12.5,clinic,clinic,Mountain View Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,71044566,2,2019/06/08 07:05:27+00,277568c9ca1542fb9a2fee91e1119995
-114.073317575567,50.9674978614177,"4772212746",node,12.5,doctors,doctor,Dr. Dan Migliarese D.C,,,,,,,,,,,,,,,,,,,,,,,,71044566,2,2019/06/08 07:05:27+00,996ac8c7802b4d1aa6fc218ac86ed590
-114.073629214727,50.9673074245776,"4772212752",node,12.5,doctors,doctor,Elevation Chiroparctic,,,,,,,,,,,,,,,,,,,,,,,,71044566,2,2019/06/08 07:05:27+00,f0ccef22919d474f905100207d94bd15
-114.073311624416,50.9669224437649,"4772212760",node,12.5,dentist,dentist,Dental Choice Macleod,,,,,,,,,,,,,,,,,,,,,,,,71044566,2,2019/06/08 07:05:27+00,cf7474b4adf149fbaa515826871cf5e0
-114.069035847969,50.9446398247303,"4773880552",node,12.5,dentist,dentist,Calgary Dental Care,,,,,,,,,,,,,,,,,,,,,,,,78994297,2,2019/12/30 01:56:59+00,6ec5a9f3b5374980a0d420d62c6094fb
-114.069057724736,50.9454513605956,"4773880556",node,12.5,clinic,clinic,Allan Centre,,,,,,,,,,,,,,,,,,,,,,,,78994297,2,2019/12/30 01:56:59+00,fa8ef78f8c7a4da5b19003fd53386963
-79.8937820779841,43.6427535923027,"4775993550",node,28.125,dentist,dentist,Diana Dental,,,,,,"Mo,We 09:00-20:00; Tu,Th 09:00-17:00",,,,,,,,,,,,,,"273",Delrex Boulevard,L7G 4G4,Georgetown,111792436,5,2021/09/28 00:12:22+00,453761b0d49f40768680d0c066de6099
-123.470879677402,48.4427945295312,"4776107624",node,9.375,dentist,,Kevin Watson Denturist,,,,,,,,,,,,,,,,,,,,,,,,47463319,1,2017/04/05 05:16:27+00,954a5f1785684fb8abf3f9c3eb58f3bf
-114.024933207136,50.9303959537534,"4777408261",node,9.375,clinic,clinic,,,,,,,,,,,,,,,,,,,,,,,,,79131005,2,2020/01/02 21:21:34+00,5db7b9bb83054bf7aaeb0b18b4fc95f7
-114.069023526571,50.9443720229239,"4777868222",node,12.5,doctors,doctor,Dr. Tom Kelly - Chiropractor,,,,,,,,,,,,,,,,,,,,,,,,143044101,3,2023/10/24 02:21:26+00,ae768f4627284acf9d085e62627ecc90
-114.068995531015,50.9441442866147,"4777868228",node,12.5,doctors,doctor,Dr. Bernstein Diet & Health Clinica,,,,,,,,,,,,,,,,,,,,,,,,69472066,2,2019/04/23 02:34:15+00,33ee5feb50f64f309e8a22eb49f8afc8
-114.111265636357,50.9052484840332,"4778184037",node,28.125,,physiotherapist,Lifemark Physiotherapy,,,"physiotherapy;massage_therapy;bracing",,,"Mo-Fr 06:00-19:00, Sa-Su closed",,,,,,,,,,,,,,"2335",162 Avenue SW,T2Y 4S6,Calgary,146264193,4,2024/01/15 00:53:10+00,103b9b5703134db38974e285dac392f4
-75.6868100758724,45.4273124942864,"4779808526",node,21.875,clinic,optometrist,Bastien & Prizant Optometry,,City of Ottawa,,,,,,,,,,,,,,,,,,"447",Cumberland Street,,,63909422,4,2018/10/26 18:05:36+00,d85e4dacf46e4854b8e169d5a5e92c5a
-75.5272953338627,45.4821208371287,"4779873543",node,21.875,dentist,dentist,Houle Dentistry,,City of Ottawa,,,,,,,,,,,,,,,,,,"7788",Jeanne-d'Arc Boulevard North,,,81059725,5,2020/02/16 01:19:42+00,73683446fe294d90a8e9bc94b5f4f4d3
-114.073479849212,50.9681367300776,"4780128969",node,12.5,dentist,dentist,Advance Dental,,,,,,,,,,,,,,,,,,,,,,,,78994297,3,2019/12/30 01:56:59+00,ba2ed6e25e7a4978a18ef91ecd5097a0
-84.3174388499859,46.524270099877,"4782864013",node,21.875,pharmacy,pharmacy,Shoppers Drug Mart,,,,,,,,,,,,,,,,,,,,"44",Great Northern Road,,Sault Ste. Marie,73329911,4,2019/08/14 03:13:06+00,a1de118003df459e922e753f0fddcba9
-75.6968718800799,45.4156816816238,"4782968325",node,21.875,pharmacy,pharmacy,Remedy'sRx,,,,,,,,,,,yes,,,,,,,,,"276",Bank Street,,,88504439,5,2020/07/25 19:26:17+00,2462b41ff3284011b94085b8b201413b
-79.6808309430436,47.5088050938768,"4783089914",node,21.875,pharmacy,pharmacy,Findlay's Drug Store,,,,,,,,,,,,,,,,,,,,"247",Whitewood Avenue W,,New Liskeard,73729343,2,2019/08/26 00:49:28+00,3a2aa9cf763648009f09d407e58dc43c
-84.3085721375328,46.5232454960331,"4783633039",node,9.375,pharmacy,,Central Dug Mart,,,,,,,,,,,,,,,,,,,,,,,,145556593,2,2023/12/27 03:40:26+00,59ad76d06791458d9107aaadf71a10b8
-114.089870912325,50.9133704643893,"4783689234",node,12.5,clinic,clinic,Get Well Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,78994297,3,2019/12/30 01:56:59+00,7c475dcac1044215878f37d9c52c68b3
-77.3908482250198,44.176124852818,"4784382055",node,18.75,dentist,dentist,Family Dental Centre,,,,,,,,,,,,,,,,,,,,"21",College Street West,,,72220282,2,2019/07/13 22:42:43+00,0a3f06688eb34054972ec37668c455c6
-114.156818514077,51.0849438313995,"4784632496",node,15.625,pharmacy,pharmacy,Shoppers Drug Mart,,,,,,,,,,,yes,,,,,,,,,,,,,69584928,2,2019/04/26 02:32:48+00,46c3cb51e5ce4605b424bf4b19a153b2
-75.4559865440711,45.4693181505834,"4784909437",node,18.75,pharmacy,pharmacy,Sobeys Pharmacy,,,,,,,,,,,,,,,,,,,,"5150",Innes Road,,,79176827,3,2020/01/03 23:21:58+00,1d22cd9550e24546a9e4d5aa14b73a73
-79.4150515222475,43.664713424246,"4785171321",node,12.5,doctors,doctor,Ts medical center,,,,,,,,,,,,,,,,,,,,,,,,137186328,3,2023/06/10 21:35:07+00,696bdc23793a463b826ed1f93ab6c97d
-73.3842982566228,46.2926745947935,"4785325214",node,12.5,clinic,clinic,CLSC,,,,,,,,,,,,,,,,,,,,,,,,78884703,2,2019/12/26 14:04:52+00,73e0a656b0b94a9eac24675a6552ad98
-76.3945497328302,44.6782777987827,"441287682",node,6.25,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,57336869,2,2018/03/20 01:30:53+00,c4401e193a034bdc8de59affac60751b
-79.5452543297642,43.5897407369392,"4786281940",node,18.75,dentist,dentist,Lakeshore Smiles Dentistry,,,,,,,,,,,,,,,,,,,,"3869",Lake Shore Boulevard West,,,115376027,3,2021/12/26 04:28:21+00,f7f1b8ae879e49498982a59e41b3a4cd
-79.5450666589522,43.5899634441065,"4786280732",node,12.5,pharmacy,pharmacy,Solara Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,137738249,5,2023/06/25 01:01:36+00,46adc02197404315a0123cbbbb30555c
-114.02980133268,50.9297347892311,"4786892736",node,9.375,pharmacy,,Shoppers Drug Mart,,,,,,,,,,,,,,,,,,,,,,,,146264048,2,2024/01/15 00:42:56+00,f5dc5277d5fd4b289381c84cb733acfb
-114.067978051788,50.9013176229019,"4790874924",node,12.5,dentist,dentist,Shawnessy Dental Centre,,,,,,,,,,,,,,,,,,,,,,,,110476733,3,2021/08/30 19:10:30+00,3a3a885283bf460db17d1a9287513871
-79.7404067447729,43.4378939275907,"441788990",node,15.625,pharmacy,pharmacy,Pharmasave,,,,,,,,,,,yes,,,,,,,,,,,,,72726274,4,2019/07/27 22:27:12+00,3e8beb05e8244099973fa82f1ef2cee1
-79.7593539530776,43.4498508801058,"441790714",node,31.25,pharmacy,pharmacy,Shoppers Drug Mart,Loblaw Companies Limited,,,,,,,,,,yes,,,,,,,,,"2501",Third Line,L6M 5A9,Oakville,116087221,8,2022/01/13 00:51:25+00,480585126c4549ae8bce04427296e2a8
-114.029527160627,50.9293204717572,"4792141574",node,15.625,dentist,dentist,Deer Valley Dental Care,,,,,,"Mo-Fr 07:00-21:00; Sa 09:00-17:00; Su 11:00-16:00",,,,,,,,,,,,,,,,,,79131005,2,2020/01/02 21:21:34+00,4344db10a937467aa96c49d7a5d8aabf
-114.029458764297,50.9292561825599,"4792141575",node,12.5,clinic,,Deer Valley Medical Clinic,,,,,,"Mo-Fr 09:00-21:00; Sa-Su 10:00-17:00; PH 10:00-16:00",,,,,,,,,,,,,,,,,,74015192,2,2019/09/02 22:57:00+00,60a3f7ff3cf848e0873915a629600640
-114.068547769747,50.941781176653,"4792471861",node,15.625,pharmacy,pharmacy,Avenida Pharmacy,,,,,,"Mo-Fr 09:00-19:00; Sa 09:30-16:30",,,,,,,,,,,,,,,,,,78994297,2,2019/12/30 01:56:59+00,016b06c8ff834be887976a865fc30e69
-114.069204743318,50.9420515768494,"4792471869",node,12.5,clinic,clinic,Eaglesmed Clinic,,,,,,,,,,,,,,,,,,,,,,,,78994297,2,2019/12/30 01:56:59+00,5b2256a1a6914e60a56409224cbe2e3a
-114.068498651794,50.9424655590471,"4792471862",node,12.5,dentist,dentist,Avenida Denture Clinic,,,,,,,,,,,,,,,,,,,,,,,,78994297,2,2019/12/30 01:56:59+00,501f8b2861c9474a9012fd4a7c9bd95e
-114.068758155517,50.9417020514871,"4792471879",node,15.625,clinic,clinic,Coleman Prosthetics & Orthotics,,,,,,Mo-Fr 08:00-16:00,,,,,,,,,,,,,,,,,,78994297,2,2019/12/30 01:56:59+00,a2f855893cce4bcfa155ff2be7cff60a
-114.068798975385,50.9423510622498,"4792471880",node,12.5,clinic,clinic,Eaglesmed Wellness Centre,,,,,,,,,,,,,,,,,,,,,,,,78994297,2,2019/12/30 01:56:59+00,c9a19eab41514975afa3c440a9069ae6
-114.068353058136,50.9424817361202,"4792471882",node,31.25,dentist,dentist,Avenida Dental Centre,,,"dentist;dental;family_dentistry;cosmetic_dentistry",,,Mo-Th 07:30-19:00,,,,,,,,,,,,,,"12445",Lake Fraser Drive SE,T2J 7A4,Calgary,74630446,4,2019/09/18 14:20:43+00,6b309cc5f3c74e698e50c63da05dc8fc
-114.068616920448,50.9422840908434,"4792471887",node,12.5,clinic,clinic,ADC Diagnostic Imaging,,,,,,,,,,,,,,,,,,,,,,,,78994297,3,2019/12/30 01:56:59+00,0ef21d328ea5443f8380ef0a1e5131d5
-114.068465375639,50.9417880498136,"4792471888",node,15.625,clinic,clinic,Avenida Chiropractic & Massage,,,,,,"Tu-Th 09:00-18:30; Fr-Sa 08:00-14:00",,,,,,,,,,,,,,,,,,78994297,2,2019/12/30 01:56:59+00,6ce798ed531343b19b67320a538da035
-123.138644002019,49.28915519082,"4794315121",node,21.875,pharmacy,pharmacy,Shoppers Drug Mart,,,,,,"Mo-Sa 08:00-24:00; Su 09:00-24:00",,,,,,yes,,,,,,,,,,,Vancouver,143919296,6,2023/11/12 01:02:20+00,dc18c133d7f94443a70b1ccde6b6cc42
-113.605906109514,53.6225893247002,"4795872257",node,15.625,clinic,clinic,Gateway Family Medical Clinic,,,,,,"Mo-Fr 09:00-17:00; Sa 10:00-16:00",,,,,,,,,,,,,,,,,,81911471,2,2020/03/07 23:15:07+00,b29fdbc3c0864584a0b7b9d63a7da731
-113.606909507143,53.6216161857417,"4795872261",node,12.5,dentist,dentist,Mar Orthodontics,,,,,,,,,,,,,,,,,,,,,,,,81911471,2,2020/03/07 23:15:07+00,ecd1d2e8110a425dbb835cb75680e501
-79.8762006169825,43.2618026309509,"442122908",node,12.5,pharmacy,pharmacy,Hess Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,71197851,2,2019/06/13 00:09:20+00,60cb2354736a485ab460d452e65852ea
-79.8892640645355,43.261752674808,"442125125",node,15.625,pharmacy,pharmacy,,,,,,,,,,,,yes,yes,,,,,,,,,,,,115854244,5,2022/01/06 21:21:39+00,b2e705d545b946e497efd287e71d5368
-73.5838103509291,45.5245462591366,"4796572726",node,18.75,pharmacy,,l'alchimiste en herbe herboristerie,,,,,,"Mo-We 10:00-18:00; Fr 10:00-19:00; Th 10:00-20:00; Sa 10:00-17:00; Su 11:00-17:00",,,,,,,,,,,,,,"4567",Rue Saint-Denis,,,140426365,4,2023/08/26 19:35:12+00,d9f00c8872e841e3b3d8facd02c86a9e
-73.2835972337059,45.8881068668791,"4797132743",node,21.875,dentist,,Orthodontie Lavaltrie,,,,,,,,,,,,,,,,,,,,"234",Rue Saint-Antoine Nord,J5T 2G3,Lavaltrie,47856507,2,2017/04/17 05:33:32+00,d12daab9abe941f2a0d8b96b2a82fac8
-73.2835734291009,45.8881756823042,"4797132742",node,21.875,dentist,,Centre Dentaire Miron et Associés,,,,,,,,,,,,,,,,,,,,"234",Rue Saint-Antoine Nord,J5T 2G3,Lavaltrie,47856507,2,2017/04/17 05:33:32+00,5992ac5c316943b3a32467b1d8072b16
-122.666735728732,49.1583912987049,"4798060517",node,28.125,pharmacy,pharmacy,Happy Face Pharmacy and Medical Clinic,,,,,,,,,,,yes,,,,,,,,,"8590",200 Street,V2Y 2B9,Langley,124278363,5,2022/07/30 18:18:52+00,dc2247c99bbc468b841dc1320f715931
-71.4123838697815,46.8577423574357,"4802430521",node,9.375,dentist,,La dentisterie,,,,,,,,,,,,,,,,,,,,,,,,47918530,1,2017/04/18 20:44:32+00,5b1cf1f36b4a4dfbaabab401eb16e5c8
-72.7397444032721,46.5601172366363,"4803677320",node,25,pharmacy,pharmacy,Jean Coutu,,,,,,,,,,,,,,,,,,,,"2722",Boulevard Saint-Sacrement,G9N 8M3,Shawinigan,114885145,2,2021/12/13 13:59:53+00,8b12f087171d414f86172e3200467797
-114.133459574856,51.0648537505971,"4803976655",node,28.125,hospital,hospital,Foothills Medical Centre EMERGENCY ENTRANCE,Alberta Health Services,,,,,,,,,,,yes,yes,,,,,,,"1403",29 Street NW,,,118386162,4,2022/03/12 04:25:47+00,081bdb90f6b44005b0f8d8199c0bd31e
-114.070395476483,50.9690556381225,"4804585229",node,12.5,doctors,doctor,Macleod Trail Chiropractic Clinic,,,,,,,,,,,,,,,,,,,,,,,,78994297,3,2019/12/30 01:56:59+00,d7ef32a2969d43f09b905a60657814dd
-114.069341703616,50.9690235354334,"4804585233",node,12.5,,alternative,MC Acupuncture,,,acupuncture,,,,,,,,,,,,,,,,,,,,,49756325,2,2017/06/22 20:22:51+00,48e3ecac5fc84240be23c0268d3bb820
-114.070407714061,50.9687918596296,"4804585240",node,12.5,dentist,dentist,Macleod Plaza Denture Clinic,,,,,,,,,,,,,,,,,,,,,,,,78994297,2,2019/12/30 01:56:59+00,cccc786e1ea047e9bdeecd3cd7b734b2
-114.09876603943,50.9730033468792,"4804787451",node,15.625,dentist,dentist,Bright Smile Dental Centre,,,,,,"Mo-Tu 07:00-16:00; We-Th 07:00-20:00; Fr 07:00-16:00; Sa 10:00-15:00",,,,,,,,,,,,,,,,,,118074506,3,2022/03/04 00:14:38+00,30916f6fc3f04a0a85f2b1d930822074
-114.099131071313,50.9739416171204,"4804787455",node,12.5,clinic,clinic,Running Injury Clinic,,,,,,,,,,,,,,,,,,,,,,,,118074506,3,2022/03/04 00:14:38+00,c03738326e8549f2a9e230de280f6cf9
-114.097353018193,50.9730611820111,"4804787454",node,12.5,dentist,dentist,Dr. G. Joseph Schwann (Endodontist),,,,,,,,,,,,,,,,,,,,,,,,118074506,2,2022/03/04 00:14:38+00,ad9df721be654bb9a02387d0fc31b63f
-114.099073068543,50.9739876337689,"4804787473",node,12.5,clinic,clinic,Glenmore Maternity & Family Physicians,,,,,,,,,,,,,,,,,,,,,,,,118074506,3,2022/03/04 00:14:38+00,061e59b82e524061b46130e6621ab10d
-114.098378041132,50.9732343521306,"4804787476",node,12.5,pharmacy,pharmacy,I.D.A.,,,,,,,,,,,,,,,,,,,,,,,,118074506,3,2022/03/04 00:14:38+00,dff8c4264d1d449db3cafe3761850c28
-123.967797454283,49.1921382658049,"4804990501",node,12.5,dentist,dentist,Brooks Landing Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,73698262,3,2019/08/24 15:10:54+00,8074f8a1cf8e468db383fe7b9954c0e1
-114.074783067518,50.9112165667308,"4808065164",node,34.375,pharmacy,pharmacy,Guardian,George Hanna Pharmacy Licensed,,,,,"Mo-Fr 09:00-18:00; Sa 10:00-16:00; Su off",,,,,yes,,,,,,,,,"635",Shawcliffe Gate SW,T2Y 1W1,Calgary,110476733,4,2021/08/30 19:10:30+00,b7ee376ab656422b986dc54e93d1143e
-114.074724142739,50.9112245295388,"4808065167",node,31.25,clinic,clinic,Fivecees Walk-in & Family Medical Centre,,,family_medicine,,,"Mo-Fr 09:00-18:00, Sa 10:00-16:00, Su closed",,,,,,,,,,,,,,"635",Shawcliffe Gate SW,T2Y 1W1,Calgary,113677657,3,2021/11/12 04:54:59+00,312432ceaf8c4da58a06c583e1e428a4
-114.061647703236,50.9786063976936,"4808168926",node,12.5,,alternative,Health+ Acupunture,,,acupunture,,,,,,,,,,,,,,,,,,,,,48013131,1,2017/04/21 19:16:36+00,dca14fafddbe468ab748941cd32d08d2
-79.2425850634541,43.8787812801463,"4808695492",node,21.875,,physiotherapist,Physiobility,,,,,,,,,,,,,,,,,,,,"9",Wootten Way North,L3P 2Y2,Markham,74017767,3,2019/09/03 02:49:08+00,99ca5f4390e340928ca5c79d3cd3b5db
-75.7306062743253,45.398044061871,"4810053524",node,12.5,dentist,dentist,Dr Andrea Picard Orthodontist,,,,,,,,,,,,,,,,,,,,,,,,144774663,7,2023/12/05 01:31:54+00,8577fb8ed2064ce9b5466010103bb6e7
-119.278591260908,50.7033128462433,"443191038",node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,78393998,2,2019/12/13 21:52:15+00,f52208acd24b4f998910be898a238ca5
,,"155641442",way,15.625,hospital,hospital,Regina General Hospital,,,,,,,,,,,,,yes,,,,,,,,,,,125062518,4,2022/08/18 13:24:43+00,d4afd554e7694da993e2040f63497d2b
,,"155644108",way,25,,optometrist,Cornwall Optical,,bing,,,,,,,,,,,,,,,,,,"1841",Cornwall Street,S4P2G9,Regina,96207247,4,2020/12/21 16:23:23+00,622374510b234120ad3ea4f9ed83253e
-79.7936923472656,43.2330432315152,"275963896",node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,145221602,4,2023/12/17 16:36:41+00,c304fe3b2b5348958e66d14471e36e31
-122.293579937332,49.0399064756437,"4811759922",node,25,dentist,dentist,the children's oral care centre,Dr Phoebe Tsang,,,,,,,,,,,,,,,,,,,"2051",McCallum Road,V2S 3N5,,88158807,4,2020/07/17 19:33:05+00,03a948a065ff47f9ba49f77272dd9d1f
-113.966215712292,51.0927565195285,"4812007607",node,15.625,pharmacy,,Health Select Pharmacy,,,,,,,,,,,,,,,,,,,,"4440",44 Avenue NE,,,48068556,1,2017/04/23 18:40:00+00,840aed229f854e0889c56d42b23e10e5
-113.966181849403,51.0927836768948,"4812007606",node,15.625,doctors,,Protea Medical Clinic,,,,,,,,,,,,,,,,,,,,"4440",44 Avenue NE,,,48068556,1,2017/04/23 18:40:00+00,7fa1cc8c4b684fc586bff4e9cf71e6da
-114.192163407198,53.7037062823093,"4813797528",node,9.375,pharmacy,,Pioneer Country Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,66554746,3,2019/01/23 00:51:04+00,e5f0d336bb6642538e7f082be53cf554
-114.191664516321,53.7037746786392,"4813797546",node,9.375,clinic,,Onoway Community Health Services,,,,,,,,,,,,,,,,,,,,,,,,66554746,3,2019/01/23 00:51:05+00,fb686ba7628143428e55383b14503b1c
-111.36096723623,56.7203124984077,"4813984477",node,25,clinic,clinic,Wood Buffalo PCN - After Hours Clinic,,,,,,,,,,,,,,,,,,,,#327 - 8600,Franklin Avenue,T9H 4G8,Fort McMurray,74017229,3,2019/09/03 02:05:05+00,bf4d80007f34436889213aa9958f66b4
-113.509382124225,53.5424603420182,"4815076772",node,25,pharmacy,pharmacy,Save on Foods Pharmacy,,,,,,,,,,,,,,,,,,,,"10180",109 Street NW,T5J 5B4,Edmonton,74629683,3,2019/09/18 14:11:25+00,a7a62495acd2448ca102be3cc3d6a415
,,"155904379",way,12.5,doctors,,Mayne Island Health Centre,,NRCan-CanVec-8.0,,,,,,,,,,,,,,,,,,,,,,145156091,2,2023/12/15 15:37:45+00,7dd4abbf740f434791e73de24ace3025
-114.064221869519,50.9154120445453,"4818289533",node,12.5,clinic,clinic,South West Massage + Wellness Centre,,,,,,,,,,,,,,,,,,,,,,,,78994297,2,2019/12/30 01:56:59+00,ee996c4433274cff8fda40682dc593e4
-114.064099829009,50.9154388666354,"4818289550",node,12.5,dentist,dentist,Dr. Gerard Charanduk,,,,,,,,,,,,,,,,,,,,,,,,78994297,2,2019/12/30 01:56:59+00,7a572dd32a474d3996e28d1a15568040
-80.4869855426468,43.4529341631882,"4818439554",node,18.75,dentist,dentist,Progressive Dental Studio Inc.,,,,,,,,,,,,,,,,,,,,"74",Queen Street North,,,141582890,3,2023/09/22 01:39:54+00,93a77f7ff3244851b769816e71b5b5f3
-114.072459101044,51.0021047279644,"4818671201",node,12.5,clinic,clinic,AvantSleep,,,,,,,,,,,,,,,,,,,,,,,,78994297,3,2019/12/30 01:56:59+00,72e86a129dd64bf0bab51ca351724c4a
-114.072465806566,51.0021862838823,"4818671204",node,12.5,clinic,clinic,Natural Health Services,,,,,,,,,,,,,,,,,,,,,,,,72657309,3,2019/07/25 17:58:31+00,486007f348814c57aa6b09130a395087
-114.072374360003,51.0017035700785,"4818671212",node,12.5,dentist,dentist,Chinook Dental Centre,,,,,,,,,,,,,,,,,,,,,,,,72657309,2,2019/07/25 17:58:31+00,b9cffc4d26204a21a64444017705f8d2
-114.072459101044,51.0020532630789,"4818671214",node,12.5,dentist,dentist,Holt Dentures,,,,,,,,,,,,,,,,,,,,,,,,72657309,3,2019/07/25 17:58:31+00,4efd0a6ea81048fe9c44e9179c311aac
,,"155986812",way,25,dentist,dentist,Le Cabinet Dental Care,,CanVec 6.0 - NRCan,,,,,,,,,,yes,,,,,,,,"205",Richmond Road,,,142871907,14,2023/10/20 13:54:13+00,9931fdaf84ce403a9f73bb3d902be685
,,"156047575",way,15.625,hospital,hospital,Cairnsmore Place,,NRCan-CanVec-8.0,,,,,,,,,,,,,,,,,,,,,,130868741,5,2023/01/04 13:59:13+00,a72f8276cc964861aedc1a52306e110b
-80.5177810740014,43.4865154200625,"4826287765",node,15.625,dentist,dentist,TriCity Orthodontics,,,orthodontics,,,,,,,,,,,,,,,,,,,,,124454933,2,2022/08/03 22:09:07+00,8c3c4dc74b104ae1b8ec21061e6405cb
-80.5173196502318,43.4865173479003,"4826287769",node,12.5,clinic,physiotherapist,Dearborn Health,,,,,,,,,,,,,,,,,,,,,,,,143792642,2,2023/11/08 18:12:46+00,9a57d9f195764ab5b292d7b37ce2eaca
-72.7484672822667,46.5565362361435,"4826317121",node,25,pharmacy,pharmacy,Proxim,,,,,,,,,,,,,,,,,,,,"1530",Rue Trudel,G9N 0A2,Shawinigan,114886030,2,2021/12/13 14:25:58+00,58931bd5942a46ae94ea36eccff9290a
-123.388381046874,48.4933165347286,"4826443829",node,18.75,,laboratory,LifeLabs,,,blood_check,,,,,,,,,,,,,,,,,"4480",West Saanich Road,,,120814447,3,2022/05/11 00:24:12+00,5f66b2ed085444d691feb2a55f0735c6
,,"156268921",way,21.875,dentist,dentist,Westmeadow Dental,,Bing,,,,,,,,,,,,,,,,,,"420",Westmeadow Drive,,,90198544,4,2020/08/31 14:55:48+00,5d8522c540ec49c1bd17976e1c555ffc
,,"156269967",way,21.875,doctors,doctor,Victoria Westmount Medical,,Bing,,,,,,,,,,,,,,,,,,"751",Victoria Street South,,,136994304,7,2023/06/06 02:35:04+00,c3c136c6a7e9423ab0516caa657aa8c9
-76.515762111003,44.2426378528899,"445068960",node,15.625,dentist,dentist,Altima Dental Centre,,,,,,"Mo-Th 08:00-20:00; Fr 08:00-19:00; Sa 09:00-16:30",,,,,,,,,,,,,,,,,,140819527,7,2023/09/04 18:55:02+00,b8b4f96a30b745b586a9bcb10e4319ed
-76.5157549025663,44.2419671329979,"445068946",node,12.5,doctors,doctor,Maple Family Health Team,,,,,,,,,,,,,,,,,,,,,,,,82783912,4,2020/03/29 16:08:42+00,f6932cdcae614b9d95173901deef0baa
-114.063127025327,51.1074457210211,"4831539894",node,9.375,clinic,clinic,,,,,,,,,,,,,,,,,,,,,,,,,110479788,2,2021/08/30 20:46:57+00,0e8744433d4043188bcf5d98baf79843
-114.082284032668,50.9852479663112,"4831757563",node,12.5,clinic,clinic,Mayers Counselling & Psychological Services,,,,,,,,,,,,,,,,,,,,,,,,118931289,2,2022/03/25 23:55:04+00,087fa17e3e3d436c90b86437aa08de28
-114.082284032668,50.9852987606444,"4831757565",node,12.5,dentist,dentist,Dr. James Kowaluk,,,,,,,,,,,,,,,,,,,,,,,,118931289,2,2022/03/25 23:55:04+00,683623711cfe46f68f3432b49fb3ad01
-114.082382939125,50.9845837843037,"4831757578",node,9.375,clinic,,Action Chiropractic,,,,,,,,,,,,,,,,,,,,,,,,48350147,1,2017/05/02 23:38:43+00,0f565c0437024e318fcd24674de4b1bc
-114.082366007681,50.9851320445903,"4831757573",node,15.625,clinic,clinic,Kingswood Medical Centre,,,,,,"Mo-Fr 08:30-17:00; Sa 09:00-14:00",,,,,,,,,,,,,,,,,,118931289,2,2022/03/25 23:55:04+00,babda87bcb2047f29f7fd83340c9b1be
-114.082646969075,50.9842654396212,"4831757575",node,9.375,clinic,,Elbow Retina Centre,,,,,,,,,,,,,,,,,,,,,,,,48350147,1,2017/05/02 23:38:43+00,850162ef43aa4794b1cda515bdbcf30c
