agency,lat,lon,date,hectares,cause,response_type,biome
BC,53.568,-120.682,1950-07-09,0.1,L, ,Montane Cordillera
BC,53.818,-121.333,1950-07-26,0.1,L, ,Montane Cordillera
BC,53.818,-121.333,1950-08-01,0.1,L, ,Montane Cordillera
BC,52.934,-119.385,1950-06-18,0.1,H, ,Montane Cordillera
BC,53.76,-121.033,1950-03-01,2.0,H, ,Montane Cordillera
BC,53.539,-120.632,1950-05-04,8.0,H, ,Montane Cordillera
BC,53.289,-120.182,1950-05-08,4.0,H, ,Montane Cordillera
BC,53.01,-119.533,1950-05-10,0.1,H, ,Montane Cordillera
BC,53.289,-120.182,1950-05-05,0.1,H, ,Montane Cordillera
BC,53.568,-120.682,1950-06-17,0.1,H, ,Montane Cordillera
BC,53.789,-121.182,1950-06-24,38.4,L, ,Montane Cordillera
BC,52.818,-119.337,1951-07-28,133.5,L, ,Montane Cordillera
BC,53.684,-120.882,1951-04-22,157.8,H, ,Montane Cordillera
BC,53.847,-121.283,1951-04-25,0.4,H, ,Montane Cordillera
BC,53.289,-120.182,1951-05-10,0.1,H, ,Montane Cordillera
BC,53.289,-120.182,1951-05-14,0.1,H, ,Montane Cordillera
BC,53.742,-120.932,1951-06-01,0.8,H, ,Montane Cordillera
BC,53.213,-119.981,1951-06-03,0.1,H, ,Montane Cordillera
BC,53.934,-121.632,1951-06-26,0.4,H, ,Montane Cordillera
BC,53.876,-121.382,1951-07-12,0.1,H, ,Montane Cordillera
BC,53.684,-120.932,1951-07-14,0.1,L, ,Montane Cordillera
BC,53.905,-121.481,1951-07-12,0.1,H, ,Montane Cordillera
BC,53.742,-121.182,1951-07-15,0.1,L, ,Montane Cordillera
BC,53.789,-121.283,1951-07-19,0.1,L, ,Montane Cordillera
BC,52.992,-119.49,1951-07-12,0.1,H, ,Montane Cordillera
BC,53.818,-121.283,1951-07-30,0.1,L, ,Montane Cordillera
BC,53.289,-120.182,1952-05-08,0.1,H, ,Montane Cordillera
BC,53.213,-119.981,1952-05-01,0.1,H, ,Montane Cordillera
BC,53.905,-121.432,1952-06-04,0.1,L, ,Montane Cordillera
BC,53.184,-119.984,1952-05-28,0.1,H, ,Montane Cordillera
BC,53.289,-120.132,1952-06-08,0.1,H, ,Montane Cordillera
BC,53.626,-120.731,1952-07-30,0.1,L, ,Montane Cordillera
BC,53.934,-121.583,1952-07-30,20.2,L, ,Montane Cordillera
BC,53.126,-119.833,1952-08-11,0.1,H, ,Montane Cordillera
BC,52.818,-119.337,1952-09-02,0.1,H, ,Montane Cordillera
BC,53.876,-121.481,1952-08-26,0.1,L, ,Montane Cordillera
BC,53.934,-121.481,1952-09-03,0.1,L, ,Montane Cordillera
BC,53.76,-120.981,1952-09-03,0.1,L, ,Montane Cordillera
BC,52.934,-119.385,1952-05-18,0.4,H, ,Montane Cordillera
BC,52.876,-119.289,1952-06-09,1.6,H, ,Montane Cordillera
BC,52.905,-119.337,1952-08-03,0.4,H, ,Montane Cordillera
BC,52.818,-119.231,1952-08-03,0.1,H, ,Montane Cordillera
BC,53.126,-119.783,1953-04-19,1.2,H, ,Montane Cordillera
BC,53.318,-120.231,1953-05-16,0.4,H, ,Montane Cordillera
BC,53.318,-120.231,1953-05-27,0.1,H, ,Montane Cordillera
BC,53.76,-121.033,1953-06-09,0.1,L, ,Montane Cordillera
BC,53.76,-121.083,1953-06-09,0.1,H, ,Montane Cordillera
BC,53.789,-121.083,1953-07-08,0.1,H, ,Montane Cordillera
BC,53.242,-131.984,1951-05-26,0.1,H, ,Pacific Maritime
BC,53.242,-131.984,1951-05-29,0.1,H, ,Pacific Maritime
BC,53.039,-132.182,1951-06-05,0.1,H, ,Pacific Maritime
BC,53.242,-132.033,1951-06-30,0.1,H, ,Pacific Maritime
BC,53.26,-132.033,1951-06-30,0.1,H, ,Pacific Maritime
BC,53.242,-132.033,1951-07-17,0.1,H, ,Pacific Maritime
BC,53.01,-132.182,1951-07-03,0.1,H, ,Pacific Maritime
BC,53.26,-132.083,1951-07-22,0.1,H, ,Pacific Maritime
BC,53.01,-132.182,1951-08-02,0.1,H, ,Pacific Maritime
BC,52.713,-131.587,1951-09-18,2.0,H, ,Pacific Maritime
BC,53.347,-119.783,1950-07-04,607.0,L, ,Montane Cordillera
BC,53.405,-120.234,1950-07-09,0.1,L, ,Montane Cordillera
BC,52.847,-118.635,1950-07-06,0.1,H, ,Montane Cordillera
BC,52.963,-119.385,1950-06-19,0.1,H, ,Montane Cordillera
BC,52.76,-119.087,1950-05-24,0.4,H, ,Montane Cordillera
BC,52.818,-119.183,1951-07-28,0.1,L, ,Montane Cordillera
BC,52.934,-118.837,1951-05-31,0.1,H, ,Montane Cordillera
BC,52.876,-118.683,1951-08-04,0.1,H, ,Montane Cordillera
BC,52.847,-119.231,1951-04-01,0.1,H, ,Montane Cordillera
BC,52.905,-118.731,1951-05-05,0.1,H, ,Montane Cordillera
BC,53.039,-119.231,1952-05-04,0.1,H, ,Montane Cordillera
BC,52.963,-119.385,1952-05-14,0.1,H, ,Montane Cordillera
BC,52.963,-118.885,1952-06-01,0.2,H, ,Montane Cordillera
BC,53.51,-120.481,1952-06-27,0.1,L, ,Montane Cordillera
BC,53.01,-119.033,1952-07-13,0.1,H, ,Montane Cordillera
BC,52.992,-118.981,1952-08-17,0.1,H, ,Montane Cordillera
BC,52.963,-118.885,1952-08-17,0.1,H, ,Montane Cordillera
BC,53.539,-120.481,1952-08-09,0.1,L, ,Montane Cordillera
BC,53.289,-120.231,1950-07-05,0.1,L, ,Montane Cordillera
BC,53.376,-120.833,1950-07-07,60.7,L, ,Montane Cordillera
BC,52.963,-119.635,1950-07-18,0.1,L, ,Montane Cordillera
BC,53.26,-120.231,1950-07-27,0.1,L, ,Montane Cordillera
BC,53.789,-121.333,1950-08-01,0.1,L, ,Montane Cordillera
BC,51.01,-118.185,1950-06-28,0.1,H, ,Montane Cordillera
BC,51.492,-118.482,1950-07-16,0.1,H, ,Montane Cordillera
BC,51.289,-118.232,1950-07-28,0.1,L, ,Montane Cordillera
BC,51.26,-118.294,1950-07-26,0.1,L, ,Montane Cordillera
BC,51.51,-118.497,1950-07-29,0.1,L, ,Montane Cordillera
BC,51.51,-118.497,1950-07-28,0.1,L, ,Montane Cordillera
BC,51.51,-118.497,1950-07-26,0.2,L, ,Montane Cordillera
BC,52.434,-119.885,1950-07-31,12.1,L, ,Montane Cordillera
BC,51.068,-118.185,1950-08-11,0.1,H, ,Montane Cordillera
BC,51.126,-117.841,1950-06-12,0.1,H, ,Montane Cordillera
BC,52.626,-119.135,1950-05-05,0.1,H, ,Montane Cordillera
BC,50.492,-117.003,1950-07-06,0.1,L, ,Montane Cordillera
BC,50.626,-117.003,1950-07-26,0.1,L, ,Montane Cordillera
BC,50.626,-117.003,1950-07-26,0.1,L, ,Montane Cordillera
BC,50.568,-117.095,1950-08-02,0.1,L, ,Montane Cordillera
BC,50.684,-117.095,1950-08-13,0.1,L, ,Montane Cordillera
BC,52.068,-118.539,1950-09-10,0.8,H, ,Montane Cordillera
BC,51.434,-118.482,1950-08-16,0.1,L, ,Montane Cordillera
BC,52.405,-118.74,1950-08-12,40.4,L, ,Montane Cordillera
BC,51.539,-118.341,1950-09-10,80.9,L, ,Montane Cordillera
BC,51.818,-118.482,1950-08-12,0.1,L, ,Montane Cordillera
BC,51.242,-117.794,1950-09-22,0.1,H, ,Montane Cordillera
BC,52.068,-118.587,1951-07-24,0.1,L, ,Montane Cordillera
BC,51.213,-117.794,1951-07-25,64.7,L, ,Montane Cordillera
BC,51.789,-119.091,1951-07-30,959.1,L, ,Montane Cordillera
BC,51.155,-118.232,1951-07-25,0.1,L, ,Montane Cordillera
BC,52.068,-118.587,1951-08-03,1.6,L, ,Montane Cordillera
BC,51.963,-118.685,1951-07-31,0.1,L, ,Montane Cordillera
BC,52.492,-120.385,1951-08-05,20.2,L, ,Montane Cordillera
BC,51.934,-118.591,1951-08-08,0.1,L, ,Montane Cordillera
BC,51.434,-118.497,1951-08-08,0.1,L, ,Montane Cordillera
BC,52.289,-119.183,1951-08-10,0.1,L, ,Montane Cordillera
BC,53.742,-121.283,1951-07-25,0.1,L, ,Montane Cordillera
BC,53.742,-121.283,1951-07-25,0.1,L, ,Montane Cordillera
BC,53.76,-121.283,1951-07-25,0.1,L, ,Montane Cordillera
BC,53.76,-121.283,1951-07-25,0.1,L, ,Montane Cordillera
BC,53.742,-121.283,1951-07-25,0.1,L, ,Montane Cordillera
BC,52.597,-119.087,1951-06-12,1.2,H, ,Montane Cordillera
BC,51.068,-117.935,1951-06-15,0.1,H, ,Montane Cordillera
BC,51.126,-117.841,1951-07-14,1.0,H, ,Montane Cordillera
BC,51.213,-118.232,1951-07-16,0.1,L, ,Montane Cordillera
BC,51.434,-118.497,1951-07-19,0.1,L, ,Montane Cordillera
BC,51.318,-118.341,1951-07-19,0.1,L, ,Montane Cordillera
BC,52.184,-119.289,1951-07-13,0.1,L, ,Montane Cordillera
BC,52.597,-119.087,1951-07-14,0.1,L, ,Montane Cordillera
BC,52.01,-118.683,1951-07-18,0.1,L, ,Montane Cordillera
BC,52.097,-118.587,1951-07-18,0.1,L, ,Montane Cordillera
BC,52.155,-119.885,1951-07-15,0.1,L, ,Montane Cordillera
BC,51.126,-118.232,1951-07-25,0.1,L, ,Montane Cordillera
BC,51.155,-118.232,1951-07-25,0.1,L, ,Montane Cordillera
BC,51.184,-117.888,1951-07-25,607.0,L, ,Montane Cordillera
BC,51.126,-117.841,1951-07-20,4.0,H, ,Montane Cordillera
BC,51.01,-118.185,1951-07-17,0.2,L, ,Montane Cordillera
BC,50.905,-117.641,1951-07-18,0.4,L, ,Montane Cordillera
BC,51.76,-117.747,1951-07-22,8.4,L, ,Montane Cordillera
BC,50.539,-117.003,1951-07-24,1.2,L, ,Montane Cordillera
BC,50.568,-116.732,1951-07-23,0.8,L, ,Montane Cordillera
BC,50.539,-117.095,1951-07-24,0.1,L, ,Montane Cordillera
BC,50.539,-117.049,1951-07-24,0.1,L, ,Montane Cordillera
BC,50.492,-117.049,1951-07-25,0.1,L, ,Montane Cordillera
BC,50.539,-116.845,1951-07-23,1.2,L, ,Montane Cordillera
BC,50.51,-116.937,1951-07-23,0.4,L, ,Montane Cordillera
BC,51.905,-118.044,1951-07-25,0.2,L, ,Montane Cordillera
BC,50.51,-117.049,1951-07-23,1165.4,L, ,Montane Cordillera
BC,50.684,-117.095,1951-08-11,0.4,L, ,Montane Cordillera
BC,51.492,-117.482,1951-08-09,0.1,L, ,Montane Cordillera
BC,50.76,-117.299,1951-08-12,20.2,L, ,Montane Cordillera
BC,51.713,-118.685,1951-08-23,0.1,L, ,Montane Cordillera
BC,52.184,-119.99,1951-07-25,0.1,L, ,Montane Cordillera
BC,52.289,-120.183,1951-08-10,153.7,L, ,Montane Cordillera
BC,52.405,-120.183,1951-08-11,30.3,L, ,Montane Cordillera
BC,52.318,-120.183,1951-08-14,0.1,L, ,Montane Cordillera
BC,52.289,-119.183,1951-08-11,2.8,L, ,Montane Cordillera
BC,51.684,-118.685,1951-08-30,0.1,L, ,Montane Cordillera
BC,52.463,-119.981,1951-08-01,809.2999999999998,L, ,Montane Cordillera
BC,52.626,-120.183,1951-08-06,0.2,L, ,Montane Cordillera
BC,52.184,-119.885,1951-08-06,0.1,L, ,Montane Cordillera
BC,52.213,-119.933,1951-08-21,0.1,L, ,Montane Cordillera
BC,51.963,-118.591,1951-08-08,0.1,L, ,Montane Cordillera
BC,51.742,-118.638,1951-09-14,0.6,L, ,Montane Cordillera
BC,52.213,-119.683,1951-08-09,0.1,L, ,Montane Cordillera
BC,51.876,-117.982,1951-07-19,0.1,L, ,Montane Cordillera
BC,51.876,-117.982,1951-07-19,0.1,L, ,Montane Cordillera
BC,51.876,-117.935,1951-07-19,0.1,L, ,Montane Cordillera
BC,51.76,-117.747,1951-07-18,0.1,L, ,Montane Cordillera
BC,51.847,-117.888,1951-07-18,0.4,L, ,Montane Cordillera
BC,50.655,-117.095,1951-07-18,0.1,L, ,Montane Cordillera
BC,50.655,-117.095,1951-07-18,0.1,L, ,Montane Cordillera
BC,50.539,-116.799,1951-07-19,1029.9,L, ,Montane Cordillera
BC,50.51,-116.845,1951-07-19,0.1,L, ,Montane Cordillera
BC,50.876,-117.595,1951-09-09,0.2,L, ,Montane Cordillera
BC,53.847,-121.533,1952-06-25,0.1,L, ,Montane Cordillera
BC,53.789,-121.533,1952-06-25,0.1,L, ,Montane Cordillera
BC,53.492,-120.682,1952-08-05,0.1,L, ,Montane Cordillera
BC,53.492,-120.731,1952-08-05,0.1,L, ,Montane Cordillera
BC,53.26,-120.182,1952-08-04,0.2,H, ,Montane Cordillera
BC,53.26,-120.231,1952-07-31,0.1,L, ,Montane Cordillera
BC,53.26,-120.283,1952-07-31,0.1,L, ,Montane Cordillera
BC,53.289,-120.283,1952-08-14,0.1,L, ,Montane Cordillera
BC,52.126,-119.885,1952-08-06,237.5,L, ,Montane Cordillera
BC,51.463,-118.388,1952-08-16,0.1,L, ,Montane Cordillera
BC,51.155,-117.841,1952-08-18,8.0,H, ,Montane Cordillera
BC,51.789,-118.794,1952-08-05,4.0,L, ,Montane Cordillera
BC,51.818,-118.482,1952-08-09,10.1,L, ,Montane Cordillera
BC,51.76,-118.732,1952-08-08,0.1,L, ,Montane Cordillera
BC,51.963,-118.591,1952-08-10,4.0,L, ,Montane Cordillera
BC,52.01,-118.635,1952-08-05,0.2,L, ,Montane Cordillera
BC,52.097,-118.481,1952-08-17,0.1,H, ,Montane Cordillera
BC,52.01,-118.683,1952-08-20,0.1,L, ,Montane Cordillera
BC,51.76,-118.638,1952-08-21,0.1,L, ,Montane Cordillera
BC,52.242,-119.683,1952-08-05,21.8,L, ,Montane Cordillera
BC,52.097,-119.981,1952-08-06,0.1,L, ,Montane Cordillera
BC,52.655,-119.183,1952-04-25,2.0,H, ,Montane Cordillera
BC,52.626,-119.135,1952-05-24,0.1,H, ,Montane Cordillera
BC,52.626,-119.135,1952-06-08,0.1,H, ,Montane Cordillera
BC,51.097,-118.341,1952-07-16,64.7,L, ,Montane Cordillera
BC,51.213,-117.732,1952-07-14,0.1,H, ,Montane Cordillera
BC,51.963,-118.544,1952-08-01,0.1,L, ,Montane Cordillera
BC,52.434,-119.135,1952-07-22,0.1,H, ,Montane Cordillera
BC,52.242,-119.231,1952-07-28,0.1,L, ,Montane Cordillera
BC,51.155,-117.841,1952-08-01,0.1,H, ,Montane Cordillera
BC,51.068,-118.388,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.539,-118.341,1952-08-01,0.1,H, ,Montane Cordillera
BC,51.347,-118.482,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.289,-118.341,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.626,-118.435,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.434,-118.388,1952-08-05,0.1,L, ,Montane Cordillera
BC,52.068,-118.49,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.434,-118.435,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.126,-118.482,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.405,-118.435,1952-08-05,0.2,L, ,Montane Cordillera
BC,51.597,-118.435,1952-08-05,101.1,L, ,Montane Cordillera
BC,52.597,-119.183,1952-08-06,35.6,L, ,Montane Cordillera
BC,52.318,-119.183,1952-08-06,0.4,L, ,Montane Cordillera
BC,52.655,-119.183,1952-08-05,0.2,H, ,Montane Cordillera
BC,52.684,-119.289,1952-08-06,0.1,L, ,Montane Cordillera
BC,52.097,-119.385,1952-08-13,1.6,L, ,Montane Cordillera
BC,51.463,-117.591,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.568,-117.497,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.568,-117.497,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.568,-117.482,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.568,-117.482,1952-08-05,0.1,L, ,Montane Cordillera
BC,51.597,-117.544,1952-08-05,1.6,L, ,Montane Cordillera
BC,51.492,-117.482,1952-08-05,0.1,L, ,Montane Cordillera
agency,lat,lon,date,hectares,cause,response_type,biome
BC,59.963,-128.172,1953-05-26,8.0,H, ,Boreal Cordillera
BC,59.318,-132.172,1950-06-22,8.0,L, ,Boreal Cordillera
BC,59.876,-131.922,1950-06-04,12949.9,H, ,Boreal Cordillera
BC,59.76,-132.808,1951-07-15,241.1,H, ,Boreal Cordillera
BC,59.434,-126.172,1952-06-12,1.2,H, ,Boreal Cordillera
BC,59.963,-136.502,1951-08-01,194.2,H, ,Boreal Cordillera
BC,59.597,-126.728,1952-08-11,0.6,H, ,Boreal Cordillera
BC,57.463,-122.816,1950-06-14,2071.9,L, ,Taiga Plain
BC,57.126,-122.762,1950-06-13,0.1,H, ,Taiga Plain
BC,57.684,-121.925,1953-05-01,7834.7,H, ,Taiga Plain
BC,59.318,-133.228,1950-06-22,5179.9,L, ,Boreal Cordillera
BC,59.568,-133.502,1950-06-09,1.2,H, ,Boreal Cordillera
BC,59.626,-133.365,1950-06-13,194.2,H, ,Boreal Cordillera
BC,59.655,-133.672,1951-06-07,4.4,H, ,Boreal Cordillera
BC,59.713,-134.172,1951-08-07,894.7,H, ,Boreal Cordillera
BC,59.626,-133.615,1951-08-29,2.0,H, ,Boreal Cordillera
BC,59.876,-133.478,1951-09-01,550.3,H, ,Boreal Cordillera
BC,59.626,-133.422,1951-09-02,0.1,H, ,Boreal Cordillera
BC,59.097,-132.978,1952-07-07,161.8,L, ,Boreal Cordillera
BC,59.963,-133.808,1952-08-27,0.1,H, ,Boreal Cordillera
BC,58.905,-123.173,1950-06-30,0.1,L, ,Taiga Plain
BC,58.789,-122.729,1950-04-29,0.1,H, ,Taiga Plain
BC,58.818,-122.729,1950-06-18,424.9,L, ,Taiga Plain
BC,58.789,-122.729,1950-08-22,0.1,H, ,Taiga Plain
BC,58.818,-122.868,1952-05-05,8.4,H, ,Taiga Plain
BC,58.789,-122.673,1952-03-01,0.6,H, ,Taiga Plain
BC,58.818,-122.757,1952-08-02,0.1,H, ,Taiga Plain
BC,58.818,-123.562,1953-06-20,0.1,H, ,Taiga Plain
BC,56.76,-124.82,1950-06-23,113.3,H, ,Boreal Cordillera
BC,57.01,-125.121,1952-05-20,2.0,H, ,Boreal Cordillera
BC,59.318,-129.228,1952-06-01,131.5,H, ,Boreal Cordillera
BC,57.568,-131.729,1952-06-01,0.4,H, ,Pacific Maritime
BC,56.492,-130.427,1953-03-01,0.1,L, ,Pacific Maritime
BC,59.376,-126.728,1951-07-07,0.1,H, ,Boreal Cordillera
BC,58.847,-125.229,1950-05-05,841.7,H, ,Boreal Cordillera
BC,57.655,-131.621,1951-06-30,35.4,H, ,Boreal Cordillera
BC,58.713,-132.979,1951-06-15,68.7,H, ,Boreal Cordillera
BC,57.76,-131.566,1951-09-02,8.4,H, ,Boreal Cordillera
BC,57.626,-131.729,1952-06-24,2201.4,H, ,Boreal Cordillera
BC,58.434,-130.062,1950-06-22,12.1,L, ,Boreal Cordillera
BC,58.184,-130.729,1951-05-15,12949.9,H, ,Boreal Cordillera
BC,57.905,-131.066,1952-04-01,9761.0,H, ,Boreal Cordillera
BC,58.789,-131.979,1952-08-01,1.2,H, ,Boreal Cordillera
BC,57.934,-131.175,1953-07-25,0.1,H, ,Boreal Cordillera
BC,57.905,-131.175,1953-08-13,0.2,H, ,Boreal Cordillera
BC,58.492,-129.479,1951-07-06,18.2,H, ,Boreal Cordillera
BC,56.789,-122.07,1950-07-29,99767.297,H, ,Boreal PLain
BC,56.76,-121.267,1950-07-31,57.8,H, ,Boreal PLain
BC,56.713,-121.82,1950-07-29,1035.9,H, ,Boreal PLain
BC,56.789,-121.32,1950-08-26,76663.70299999998,H, ,Boreal PLain
BC,56.905,-122.017,1950-04-22,0.1,H, ,Boreal PLain
BC,56.568,-120.98,1950-05-23,256.9,H, ,Boreal PLain
BC,56.568,-120.98,1950-05-24,14.5,H, ,Boreal PLain
BC,56.568,-120.927,1950-06-01,76922.70299999998,H, ,Boreal PLain
BC,56.492,-121.124,1950-06-07,781.0,H, ,Boreal PLain
BC,56.376,-120.98,1950-06-12,1902.0,H, ,Boreal PLain
BC,56.626,-121.23,1950-06-17,0.1,H, ,Boreal PLain
BC,56.463,-121.177,1950-06-13,0.1,L, ,Boreal PLain
BC,56.789,-121.98,1952-05-01,1.2,H, ,Boreal PLain
BC,56.742,-122.374,1952-05-05,4.0,H, ,Boreal PLain
BC,56.539,-122.427,1952-05-05,21.8,H, ,Boreal PLain
BC,56.568,-121.427,1952-05-31,0.8,H, ,Boreal PLain
BC,56.347,-121.07,1952-05-28,97.1,H, ,Boreal PLain
BC,56.713,-121.82,1952-08-17,0.1,H, ,Boreal PLain
BC,56.318,-121.017,1952-10-05,4.0,H, ,Boreal PLain
BC,55.76,-123.626,1950-07-04,1294.9,L, ,Montane Cordillera
BC,56.289,-124.017,1953-05-20,404.6,H, ,Montane Cordillera
BC,55.992,-122.126,1950-09-21,1.2,H, ,Montane Cordillera
BC,55.992,-121.126,1950-06-29,242.8,L, ,Boreal PLain
BC,55.655,-120.98,1950-09-19,80.9,H, ,Boreal PLain
BC,55.818,-120.626,1950-09-20,2929.9,H, ,Boreal PLain
BC,56.039,-120.624,1950-09-20,560.4,H, ,Boreal PLain
BC,55.992,-121.126,1950-09-17,36.4,H, ,Boreal PLain
BC,55.992,-120.428,1950-09-20,48.5,H, ,Boreal PLain
BC,55.963,-120.73,1950-09-20,23067.1,H, ,Boreal PLain
BC,56.068,-120.48,1950-09-20,3366.9,H, ,Boreal PLain
BC,56.318,-120.73,1950-09-22,1968.3,H, ,Boreal PLain
BC,56.434,-120.48,1950-09-21,7510.899999999999,H, ,Boreal PLain
BC,55.655,-121.678,1950-05-09,643.4,H, ,Boreal PLain
BC,55.655,-120.98,1950-06-01,647.4,H, ,Boreal PLain
BC,55.934,-121.376,1950-06-02,2428.1,H, ,Boreal PLain
BC,55.876,-121.428,1950-06-02,161.8,H, ,Boreal PLain
BC,55.905,-120.678,1950-06-11,101.1,H, ,Boreal PLain
BC,55.992,-120.376,1950-06-19,323.7,H, ,Boreal PLain
BC,55.992,-121.928,1951-05-20,97.1,H, ,Boreal PLain
BC,55.713,-121.178,1952-05-01,101.1,H, ,Boreal PLain
BC,55.713,-120.825,1952-05-02,42.4,H, ,Boreal PLain
BC,55.818,-121.428,1952-04-29,449.2,H, ,Boreal PLain
BC,55.905,-121.928,1952-05-06,178.0,H, ,Boreal PLain
BC,55.742,-121.575,1952-05-08,874.1,H, ,Boreal PLain
BC,55.713,-121.178,1952-05-09,76.79999999999998,H, ,Boreal PLain
BC,55.76,-121.023,1952-05-09,80.9,H, ,Boreal PLain
BC,55.76,-121.376,1952-05-14,53.8,H, ,Boreal PLain
BC,55.742,-121.626,1952-05-13,47.7,H, ,Boreal PLain
BC,55.713,-121.23,1952-05-15,55.4,H, ,Boreal PLain
BC,55.963,-120.678,1952-05-25,0.1,H, ,Boreal PLain
BC,56.26,-120.017,1952-05-23,781.0,H, ,Boreal PLain
BC,55.905,-120.876,1952-05-27,54.6,H, ,Boreal PLain
BC,55.905,-121.273,1952-05-25,550.3,H, ,Boreal PLain
BC,55.713,-120.98,1952-10-15,1.2,H, ,Boreal PLain
BC,59.963,-128.172,1953-05-26,8.0,H, ,Boreal Cordillera,691.024353
BC,59.318,-132.172,1950-06-22,8.0,L, ,Boreal Cordillera,836.185486
BC,59.876,-131.922,1950-06-04,12949.9,H, ,Boreal Cordillera,849.300293
BC,59.76,-132.808,1951-07-15,241.1,H, ,Boreal Cordillera,953.18988
BC,59.434,-126.172,1952-06-12,1.2,H, ,Boreal Cordillera,438.5159
BC,59.963,-136.502,1951-08-01,194.2,H, ,Boreal Cordillera,1154.264282
BC,59.597,-126.728,1952-08-11,0.6,H, ,Boreal Cordillera,438.5
BC,57.463,-122.816,1950-06-14,2071.9,L, ,Taiga Plain,1099.751343
BC,57.126,-122.762,1950-06-13,0.1,H, ,Taiga Plain,1203.319092
BC,57.684,-121.925,1953-05-01,7834.7,H, ,Taiga Plain,811.839417
agency,lat,lon,date,hectares,cause,response_type,biome,elevation
BC,59.963,-128.172,1953-05-26,8.0,H, ,Boreal Cordillera,691.024353
BC,59.318,-132.172,1950-06-22,8.0,L, ,Boreal Cordillera,836.185486
BC,59.876,-131.922,1950-06-04,12949.9,H, ,Boreal Cordillera,849.300293
BC,59.76,-132.808,1951-07-15,241.1,H, ,Boreal Cordillera,953.18988
BC,59.434,-126.172,1952-06-12,1.2,H, ,Boreal Cordillera,438.5159
BC,59.963,-136.502,1951-08-01,194.2,H, ,Boreal Cordillera,1154.264282
BC,59.597,-126.728,1952-08-11,0.6,H, ,Boreal Cordillera,438.5
BC,57.463,-122.816,1950-06-14,2071.9,L, ,Taiga Plain,1099.751343
BC,57.126,-122.762,1950-06-13,0.1,H, ,Taiga Plain,1203.319092
BC,57.684,-121.925,1953-05-01,7834.7,H, ,Taiga Plain,811.839417
BC,59.963,-128.172,1953-05-26,8.0,H, ,Boreal Cordillera,691.024353
BC,59.318,-132.172,1950-06-22,8.0,L, ,Boreal Cordillera,836.185486
BC,59.876,-131.922,1950-06-04,12949.9,H, ,Boreal Cordillera,849.300293
BC,59.76,-132.808,1951-07-15,241.1,H, ,Boreal Cordillera,953.18988
BC,59.434,-126.172,1952-06-12,1.2,H, ,Boreal Cordillera,438.5159
BC,59.963,-136.502,1951-08-01,194.2,H, ,Boreal Cordillera,1154.264282
BC,59.597,-126.728,1952-08-11,0.6,H, ,Boreal Cordillera,438.5
BC,57.463,-122.816,1950-06-14,2071.9,L, ,Taiga Plain,1099.751343
BC,57.126,-122.762,1950-06-13,0.1,H, ,Taiga Plain,1203.319092
BC,57.684,-121.925,1953-05-01,7834.7,H, ,Taiga Plain,811.839417
BC,59.318,-133.228,1950-06-22,5179.9,L, ,Boreal Cordillera,1315.639526
BC,59.568,-133.502,1950-06-09,1.2,H, ,Boreal Cordillera,1295.734009
BC,59.626,-133.365,1950-06-13,194.2,H, ,Boreal Cordillera,1059.252319
BC,59.655,-133.672,1951-06-07,4.4,H, ,Boreal Cordillera,779.115173
BC,59.713,-134.172,1951-08-07,894.7,H, ,Boreal Cordillera,705.283447
BC,59.626,-133.615,1951-08-29,2.0,H, ,Boreal Cordillera,1142.459473
BC,59.876,-133.478,1951-09-01,550.3,H, ,Boreal Cordillera,953.135376
BC,59.626,-133.422,1951-09-02,0.1,H, ,Boreal Cordillera,916.725586
BC,59.097,-132.978,1952-07-07,161.8,L, ,Boreal Cordillera,779.15033
BC,59.963,-133.808,1952-08-27,0.1,H, ,Boreal Cordillera,668.0
BC,58.905,-123.173,1950-06-30,0.1,L, ,Taiga Plain,511.593231
BC,58.789,-122.729,1950-04-29,0.1,H, ,Taiga Plain,391.653412
BC,58.818,-122.729,1950-06-18,424.9,L, ,Taiga Plain,442.22702
BC,58.789,-122.729,1950-08-22,0.1,H, ,Taiga Plain,391.653412
BC,58.818,-122.868,1952-05-05,8.4,H, ,Taiga Plain,396.995361
BC,58.789,-122.673,1952-03-01,0.6,H, ,Taiga Plain,314.029144
BC,58.818,-122.757,1952-08-02,0.1,H, ,Taiga Plain,434.164307
BC,58.818,-123.562,1953-06-20,0.1,H, ,Taiga Plain,418.294189
BC,56.76,-124.82,1950-06-23,113.3,H, ,Boreal Cordillera,667.5
BC,57.01,-125.121,1952-05-20,2.0,H, ,Boreal Cordillera,685.645264
BC,59.318,-129.228,1952-06-01,131.5,H, ,Boreal Cordillera,989.196228
BC,57.568,-131.729,1952-06-01,0.4,H, ,Pacific Maritime,95.5
BC,56.492,-130.427,1953-03-01,0.1,L, ,Pacific Maritime,638.157776
