fire_id,agency,lat,lon,coords,date,hectares,STATION_NAME,PROV_STATE_TERR_CODE,LATITUDE,LONGITUDE,COORDINATES,ELEVATION,CLIMATE_IDENTIFIER,fire_lat_radians,fire_lon_radians,clim_lat_radians,clim_lon_radians,distance
3947,BC,52.1054,-121.7487,"52.1054,-121.7487",2004-04-28,0.009,150 MILE HOUSE,BC,52.07,-121.56,"52.07,-121.56",737.6,1095820,0.9094107880686534,-2.1249156750228204,0.9087929415134474,-2.121622238724307,13.47182503713745
3948,BC,52.2746,-121.9896,"52.2746,-121.9896",2004-06-27,0.01,TYEE LAKE,BC,52.23,-122.05,"52.23,-122.05",911.0,1098328,0.9123638851630278,-2.1291201731908744,0.9115854683166382,-2.130174352059079,6.437957053739769
3949,BC,52.2049,-121.8603,"52.2049,-121.8603",2004-07-15,0.009,150 MILE HOUSE 7N,BC,52.13,-122.0,"52.13,-122.0",883.9,1095821,0.9111473906743878,-2.126863462468046,0.909840139064644,-2.129301687433082,12.646828749987836
3950,BC,52.2781,-121.7682,"52.2781,-121.7682",2004-07-19,0.009,CAMILLE LAKE,BC,52.25,-121.58,"52.25,-121.58",857.0,1091235,0.9124249716868477,-2.125256014226959,0.9119345341670372,-2.1219713045747057,13.17508921523495
3951,BC,52.1153,-121.799,"52.1153,-121.799",2004-07-24,0.009,150 MILE HOUSE 7N,BC,52.13,-122.0,"52.13,-122.0",883.9,1095821,0.9095835756646008,-2.1257935756365733,0.909840139064644,-2.129301687433082,13.810739915362888
3952,BC,52.223,-121.9133,"52.223,-121.9133",2004-07-26,0.009,TYEE LAKE,BC,52.23,-122.05,"52.23,-122.05",911.0,1098328,0.9114632952689987,-2.1277884869716033,0.9115854683166382,-2.130174352059079,9.337454015062887
3953,BC,52.3397,-122.0368,"52.3397,-122.0368",2004-07-24,0.009,MCLEESE LAKE GRANITE MT,BC,52.3150009,-122.1709008,"52.3150009,-122.1709008",1133.0,1095018,0.9135000945060762,-2.129943968597816,0.9130690138887968,-2.132284469087374,9.511923154278115
3954,BC,52.5017,-122.04,"52.5017,-122.04",2004-08-03,0.009,KERSLEY,BC,52.49,-122.22,"52.49,-122.22",670.6,1094125,0.9163275278943069,-2.12999981913388,0.9161233243718236,-2.1331414117874696,12.24711778687634
3955,BC,52.418,-122.1143,"52.418,-122.1143",2004-08-03,0.009,KERSLEY,BC,52.49,-122.22,"52.49,-122.22",670.6,1094125,0.9148666873103877,-2.1312965987681114,0.9161233243718236,-2.1331414117874696,10.735560440813861
3956,BC,52.3772,-121.4458,"52.3772,-121.4458",2004-06-24,0.1,LIKELY,BC,52.36,-121.32,"52.36,-121.32",723.9,1094616,0.914154592975574,-2.1196290727185296,0.9138543963442309,-2.1174334485195203,8.746999545700714
3957,BC,52.2826,-121.5331,"52.2826,-121.5331",2004-07-13,0.009,CAMILLE LAKE,BC,52.25,-121.58,"52.25,-121.58",857.0,1091235,0.9125035115031874,-2.1211527451555208,0.9119345341670372,-2.1219713045747057,4.826707336529275
3958,BC,52.145,-121.5382,"52.145,-121.5382",2004-07-02,0.2,OCHILTREE MIOCENE,BC,52.1537,-121.4326,"52.1537,-121.4326",1027.0,1095676,0.9101019384524432,-2.1212417569473723,0.9102537820973666,-2.1193986892572663,7.265155907118625
3959,BC,52.3108,-121.3288,"52.3108,-121.3288",2004-07-13,0.009,LIKELY,BC,52.36,-121.32,"52.36,-121.32",723.9,1094616,0.9129956943522497,-2.117587037493696,0.9138543963442309,-2.1174334485195203,5.4999113356636435
3960,BC,52.3753,-121.2203,"52.3753,-121.2203",2004-07-24,0.009,LIKELY,BC,52.36,-121.32,"52.36,-121.32",723.9,1094616,0.9141214317197861,-2.1156933552552823,0.9138543963442309,-2.1174334485195203,6.975244939664511
3961,BC,51.7817,-120.9567,"51.7817,-120.9567",2004-04-04,3.0,HORSEFLY RIVER (AUT),BC,52.0017,-121.0003,"52.0017,-121.0003",846.0,109CN9G,0.9037611572799478,-2.1110926673470254,0.9076008816343353,-2.1118536309008946,24.62970279246204
3962,BC,51.7667,-121.1,"51.7667,-121.1",2004-04-24,0.009,HORSEFLY RIVER (AUT),BC,52.0017,-121.0003,"52.0017,-121.0003",846.0,109CN9G,0.9034993578921486,-2.113593724165133,0.9076008816343353,-2.1118536309008946,26.994976183334003
3963,BC,51.5385,-120.9564,"51.5385,-120.9564",2004-05-03,0.009,BUFFALO LAKE,BC,51.4231079,-121.0457072,"51.4231079,-121.0457072",989.0,1161104,0.8995165165390975,-2.111087431359269,0.8975025444633069,-2.112646136045006,14.234750807870123
3964,BC,51.96,-121.1467,"51.96,-121.1467",2004-05-21,1.2,HORSEFLY RIVER (AUT),BC,52.0017,-121.0003,"52.0017,-121.0003",846.0,109CN9G,0.9068730793362536,-2.1144087929258144,0.9076008816343353,-2.1118536309008946,11.039912482007328
3965,BC,51.5049,-117.1921,"51.5049,-117.1921",2002-07-19,0.01,DONALD,BC,51.29,-117.09,"51.29,-117.09",783.3,1172525,0.8989300859104274,-2.0453880023264466,0.8951793733478917,-2.0436060211601603,24.907866479603534
3966,BC,51.4595,-117.1137,"51.4595,-117.1137",2002-09-09,0.01,DONALD,BC,51.29,-117.09,"51.29,-117.09",783.3,1172525,0.898137706430022,-2.044019664192883,0.8951793733478917,-2.0436060211601603,18.907315056998694
3967,BC,52.0792,-123.2677,"52.0792,-123.2677",2002-04-03,1.0,ALEXIS CREEK,BC,52.08,-123.2,"52.08,-123.2",723.9,1080285,0.9089535118046309,-2.1514272263606142,0.9089674744386468,-2.150245638457014,4.624339887292212
3968,BC,52.0733,-123.24,"52.0733,-123.24",2002-04-16,0.3,ALEXIS CREEK,BC,52.08,-123.2,"52.08,-123.2",723.9,1080285,0.9088505373787633,-2.1509437701578116,0.9089674744386468,-2.150245638457014,2.831567912506223
3969,BC,52.0873,-124.1362,"52.0873,-124.1362",2002-04-18,0.5,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9090948834740424,-2.166585410914185,0.9093165402890457,-2.166302667575362,1.793040672253401
3970,BC,51.9351,-123.1401,"51.9351,-123.1401",2002-04-20,5.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9064384923525071,-2.1492001862350696,0.9084438756630485,-2.1497220396814156,12.931156719553464
3971,BC,52.1458,-123.9418,"52.1458,-123.9418",2002-04-20,5.0,PUNTZI MOUNTAIN,BC,52.07,-124.05,"52.07,-124.05",909.5,1086556,0.9101159010864591,-2.163192490848308,0.9087929415134474,-2.1650809370989657,11.202025640199588
3972,BC,51.9256,-123.1492,"51.9256,-123.1492",2002-04-20,0.5,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9062726860735676,-2.1493590111970007,0.9084438756630485,-2.1497220396814156,13.897054717523705
3973,BC,51.95,-124.4217,"51.95,-124.4217",2002-04-22,2.0,KLEENA KLEENE,BC,52.03,-124.54,"52.03,-124.54",823.0,1084349,0.9066985464110543,-2.1715683259286287,0.9080948098126497,-2.1736330504337382,12.023600523282362
3974,BC,52.1377,-124.0626,"52.1377,-124.0626",2002-04-23,6.0,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9099745294170476,-2.165300848584717,0.9093165402890457,-2.166302667575362,5.7350727282474185
3975,BC,51.93,-123.1408,"51.93,-123.1408",2002-04-24,2.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9063494805606553,-2.1492124035398334,0.9084438756630485,-2.1497220396814156,13.483890110198605
3976,BC,52.05,-123.22,"52.05,-123.22",2002-04-27,1.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9084438756630485,-2.1505947043074127,0.9084438756630485,-2.1497220396814156,3.416950330512543
3977,BC,52.1367,-123.9478,"52.1367,-123.9478",2002-04-27,0.009,PUNTZI MOUNTAIN,BC,52.07,-124.05,"52.07,-124.05",909.5,1086556,0.9099570761245276,-2.1632972106034276,0.9087929415134474,-2.1650809370989657,10.178488057406824
3978,BC,51.7833,-123.4667,"51.7833,-123.4667",2002-04-29,35.0,REDSTONE,BC,52.06,-123.39,"52.06,-123.39",808.9,1096691,0.9037890825479796,-2.154900431572083,0.908618408588248,-2.1535617640358033,31.194408313826912
3979,BC,52.1,-123.4012,"52.1,-123.4012",2002-04-29,1.0,REDSTONE STUART RANCH,BC,52.09,-123.42,"52.09,-123.42",841.9,1086695,0.9093165402890457,-2.1537572409120265,0.9091420073638463,-2.1540853628114016,1.6977036340129197
3980,BC,51.9937,-123.1502,"51.9937,-123.1502",2002-04-30,6.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9074612552941757,-2.149376464489521,0.9084438756630485,-2.1497220396814156,6.401176312542428
3981,BC,51.9985,-123.1628,"51.9985,-123.1628",2002-04-30,1.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9075450310982714,-2.149596375975272,0.9084438756630485,-2.1497220396814156,5.744080752619033
3982,BC,52.0319,-123.1848,"52.0319,-123.1848",2002-05-01,2.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9081279710684376,-2.1499803484107107,0.9084438756630485,-2.1497220396814156,2.2514365839900763
3983,BC,52.2901,-123.4552,"52.2901,-123.4552",2002-05-02,13.2,REDSTONE STUART RANCH,BC,52.09,-123.42,"52.09,-123.42",841.9,1086695,0.912634411197087,-2.1546997187081036,0.9091420073638463,-2.1540853628114016,22.36506231931322
3984,BC,52.1084,-124.0715,"52.1084,-124.0715",2002-05-02,0.009,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9094631479462133,-2.1654561828881445,0.9093165402890457,-2.166302667575362,3.439507437448984
3985,BC,51.9455,-123.372,"51.9455,-123.372",2002-05-10,1.5,ALEXIS CREEK,BC,52.06,-123.37,"52.06,-123.37",853.4,1080283,0.9066200065947145,-2.1532476047704443,0.908618408588248,-2.1532126981854045,12.724561113478254
3986,BC,52.0066,-123.1411,"52.0066,-123.1411",2002-05-10,1.2,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.907686402767683,-2.1492176395275893,0.9084438756630485,-2.1497220396814156,5.211918138033621
3987,BC,51.924,-123.117,"51.924,-123.117",2002-05-11,0.5,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9062447608055356,-2.1487970151778586,0.9084438756630485,-2.1497220396814156,14.463921383412787
3988,BC,51.904,-124.6036,"51.904,-124.6036",2002-05-10,0.2,KLEENA KLEENE,BC,52.03,-124.54,"52.03,-124.54",823.0,1084349,0.9058956949551369,-2.1747430798380063,0.9080948098126497,-2.1736330504337382,14.663233440199138
3989,BC,52.0617,-123.225,"52.0617,-123.225",2002-05-30,0.009,ALEXIS CREEK,BC,52.08,-123.2,"52.08,-123.2",723.9,1080285,0.9086480791855319,-2.1506819707700124,0.9089674744386468,-2.150245638457014,2.6554943371682005
3990,BC,52.0201,-123.1759,"52.0201,-123.1759",2002-05-31,2.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9079220222167023,-2.149825014107283,0.9084438756630485,-2.1497220396814156,3.3470317640925225
3991,BC,52.0508,-124.1612,"52.0508,-124.1612",2002-06-09,0.2,PUNTZI MOUNTAIN (AUT),BC,52.0652,-124.0808,"52.0652,-124.0808",909.8,1086558,0.9084578382970645,-2.1670217432271834,0.9087091657093517,-2.16561849850858,5.721790032994105
3992,BC,51.9982,-123.1629,"51.9982,-123.1629",2002-06-12,0.009,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9075397951105154,-2.149598121304524,0.9084438756630485,-2.1497220396814156,5.776717769703899
3993,BC,52.3192,-123.5725,"52.3192,-123.5725",2002-06-15,0.009,REDSTONE STUART RANCH,BC,52.09,-123.42,"52.09,-123.42",841.9,1086695,0.9131423020094173,-2.156746989920693,0.9091420073638463,-2.1540853628114016,27.50589822113948
3994,BC,52.1128,-123.4395,"52.1128,-123.4395",2002-06-20,0.5,REDSTONE STUART RANCH,BC,52.09,-123.42,"52.09,-123.42",841.9,1086695,0.9095399424333009,-2.15442570201554,0.9091420073638463,-2.1540853628114016,2.8620205856154644
3995,BC,52.1082,-124.067,"52.1082,-124.067",2002-07-07,0.009,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9094596572877092,-2.1653776430718046,0.9093165402890457,-2.166302667575362,3.7305792234154875
3996,BC,52.2187,-123.6459,"52.2187,-123.6459",2002-07-23,0.3,REDSTONE STUART RANCH,BC,52.09,-123.42,"52.09,-123.42",841.9,1086695,0.911388246111163,-2.1580280615916565,0.9091420073638463,-2.1540853628114016,21.01792711355984
3997,BC,51.9936,-123.1564,"51.9936,-123.1564",2002-07-24,1.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9074595099649237,-2.1494846749031447,0.9084438756630485,-2.1497220396814156,6.336079515720208
3998,BC,52.2843,-123.8783,"52.2843,-123.8783",2002-07-27,10.0,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9125331821004713,-2.1620842067732915,0.9093165402890457,-2.166302667575362,26.278084448612656
3999,BC,51.7378,-124.1018,"51.7378,-124.1018",2002-07-27,0.009,TATLA LAKE BCFS,BC,51.54,-124.36,"51.54,-124.36",944.9,1088009,0.9029949577383223,-2.165985017651499,0.8995426964778774,-2.170491457780148,28.288373664258373
4000,BC,52.1042,-124.3678,"52.1042,-124.3678",2002-07-29,0.009,KLEENA KLEENE,BC,52.03,-124.54,"52.03,-124.54",823.0,1084349,0.9093898441176295,-2.170627593461804,0.9080948098126497,-2.1736330504337382,14.36548357904124
4001,BC,52.059,-123.5584,"52.059,-123.5584",2002-08-13,0.2,REDSTONE STUART RANCH,BC,52.09,-123.42,"52.09,-123.42",841.9,1086695,0.9086009552957279,-2.1565008984961618,0.9091420073638463,-2.1540853628114016,10.061067101122527
4002,BC,51.9951,-123.1536,"51.9951,-123.1536",2002-08-21,0.009,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9074856899037037,-2.1494358056840888,0.9084438756630485,-2.1497220396814156,6.202985117117371
4003,BC,52.2683,-123.4167,"52.2683,-123.4167",2002-08-27,0.009,REDSTONE STUART RANCH,BC,52.09,-123.42,"52.09,-123.42",841.9,1086695,0.9122539294201523,-2.154027766946086,0.9091420073638463,-2.1540853628114016,19.814883698945163
4004,BC,52.165,-123.3867,"52.165,-123.3867",2002-08-27,0.009,REDSTONE STUART RANCH,BC,52.09,-123.42,"52.09,-123.42",841.9,1086695,0.910451004302842,-2.1535041681704876,0.9091420073638463,-2.1540853628114016,8.638445824979955
4005,BC,52.1167,-123.2167,"52.1167,-123.2167",2002-08-28,0.009,ALEXIS CREEK,BC,52.08,-123.2,"52.08,-123.2",723.9,1080285,0.9096080102741287,-2.150537108442097,0.9089674744386468,-2.150245638457014,4.234633656949743
4006,BC,51.7297,-123.4908,"51.7297,-123.4908",2002-10-01,0.5,REDSTONE,BC,52.06,-123.39,"52.06,-123.39",808.9,1096691,0.9028535860689108,-2.1553210559218132,0.908618408588248,-2.1535617640358033,37.34984446858441
4007,BC,52.045,-123.1443,"52.045,-123.1443",2002-10-19,40.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9083566092004488,-2.149273490063653,0.9084438756630485,-2.1497220396814156,1.842199366607038
4008,BC,51.6667,-124.0227,"51.6667,-124.0227",2002-10-23,0.5,LUNCH LAKE,BC,51.4928,-124.27595,"51.4928,-124.27595",1017.0,1084731,0.9017540286401542,-2.1646044622131715,0.8987189010709362,-2.169024508543847,26.063096910115817
4009,BC,51.952,-123.8042,"51.952,-123.8042",2002-11-05,0.1,PUNTZI MOUNTAIN,BC,52.07,-124.05,"52.07,-124.05",909.5,1086556,0.9067334529960941,-2.1607909177975637,0.9087929415134474,-2.1650809370989657,21.32135084627861
4010,BC,51.9621,-123.8223,"51.9621,-123.8223",2002-11-05,0.1,PUNTZI MOUNTAIN,BC,52.07,-124.05,"52.07,-124.05",909.5,1086556,0.9069097312505455,-2.1611068223921746,0.9087929415134474,-2.1650809370989657,19.653888000808422
4011,BC,52.1082,-124.0695,"52.1082,-124.0695",2002-11-28,0.2,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9094596572877092,-2.1654212763031047,0.9093165402890457,-2.166302667575362,3.5653509596028927
4012,BC,52.133,-123.2512,"52.133,-123.2512",2002-12-07,0.1,ALEXIS CREEK,BC,52.08,-123.2,"52.08,-123.2",723.9,1080285,0.9098924989422039,-2.151139247034035,0.9089674744386468,-2.150245638457014,6.848320725685086
4013,BC,52.125,-123.8457,"52.125,-123.8457",2002-03-23,6.6,PUNTZI MOUNTAIN,BC,52.07,-124.05,"52.07,-124.05",909.5,1086556,0.9097528726020443,-2.1615152294371414,0.9087929415134474,-2.1650809370989657,15.227227822281058
4014,BC,52.0817,-124.1577,"52.0817,-124.1577",2003-03-31,1.0,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9089971450359307,-2.1669606567033637,0.9093165402890457,-2.166302667575362,3.280409856254763
4015,BC,51.389,-122.389,"51.389,-122.389",2001-11-12,0.009,WINEGLASS RANCH,BC,51.51,-122.39,"51.51,-122.39",487.7,109QR57,0.8969072493073661,-2.13609101822334,0.8990190977022792,-2.13610847151586,13.446317072464169
4016,BC,52.0132,-123.1968,"52.0132,-123.1968",2001-05-06,3.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9078015944983145,-2.15018978792095,0.9084438756630485,-2.1497220396814156,4.481107825301369
4017,BC,52.3275,-124.322,"52.3275,-124.322",2001-05-08,3.0,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9132871643373328,-2.1698282326643903,0.9093165402890457,-2.166302667575362,28.780088107682054
4018,BC,52.061,-123.2287,"52.061,-123.2287",2001-05-11,0.009,ALEXIS CREEK,BC,52.08,-123.2,"52.08,-123.2",723.9,1080285,0.908635861880768,-2.150746547952336,0.9089674744386468,-2.150245638457014,2.881179863191826
4019,BC,52.32,-124.3033,"52.32,-124.3033",2001-05-15,1.5,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9131562646434332,-2.1695018560942674,0.9093165402890457,-2.166302667575362,27.449435731801415
4020,BC,52.126,-123.264,"52.126,-123.264",2001-05-15,8.0,ALEXIS CREEK,BC,52.08,-123.2,"52.08,-123.2",723.9,1080285,0.9097703258945642,-2.1513626491782905,0.9089674744386468,-2.150245638457014,6.72412723831054
4021,BC,52.06,-124.1667,"52.06,-124.1667",2001-05-15,0.2,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.908618408588248,-2.1671177363360434,0.9093165402890457,-2.166302667575362,5.4707973897071245
4022,BC,52.1083,-124.072,"52.1083,-124.072",2001-05-16,0.009,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9094614026169612,-2.1654649095344047,0.9093165402890457,-2.166302667575362,3.403648253144974
4023,BC,52.0167,-123.15,"52.0167,-123.15",2001-05-16,1.5,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9078626810221344,-2.1493729738310168,0.9084438756630485,-2.1497220396814156,3.944988038684305
4024,BC,52.1083,-124.0717,"52.1083,-124.0717",2001-05-19,0.009,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9094614026169612,-2.1654596735466485,0.9093165402890457,-2.166302667575362,3.423363425470841
4025,BC,51.918,-123.1493,"51.918,-123.1493",2001-05-20,0.35,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.906140041050416,-2.149360756526253,0.9084438756630485,-2.1497220396814156,14.736769735560546
4026,BC,52.0807,-123.3068,"52.0807,-123.3068",2001-05-20,0.009,ALEXIS CREEK,BC,52.06,-123.37,"52.06,-123.37",853.4,1080283,0.9089796917434108,-2.152109650098144,0.908618408588248,-2.1532126981854045,4.8916583339714315
4027,BC,52.2123,-123.898,"52.2123,-123.898",2001-05-21,0.009,PUNTZI MOUNTAIN,BC,52.07,-124.05,"52.07,-124.05",909.5,1086556,0.9112765450390353,-2.1624280366359345,0.9087929415134474,-2.1650809370989657,18.90805668871031
4028,BC,52.001,-123.1538,"52.001,-123.1538",2001-05-21,0.8,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9075886643295713,-2.149439296342593,0.9084438756630485,-2.1497220396814156,5.556657546928598
4029,BC,52.2675,-124.173,"52.2675,-124.173",2001-05-22,40.0,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9122399667861362,-2.167227692078919,0.9093165402890457,-2.166302667575362,18.960508079299576
4030,BC,52.1148,-123.2335,"52.1148,-123.2335",2001-05-12,0.8,ALEXIS CREEK,BC,52.08,-123.2,"52.08,-123.2",723.9,1080285,0.9095748490183408,-2.1508303237564323,0.9089674744386468,-2.150245638457014,4.49276260927334
4031,BC,52.045,-124.9867,"52.045,-124.9867",2001-05-16,0.2,CHARLOTTE LAKE,BC,52.09,-125.17,"52.09,-125.17",1174.1,1081D6R,0.9083566092004488,-2.1814294362023965,0.9091420073638463,-2.1846286247213023,13.483229600439753
4032,BC,52.0655,-123.2314,"52.0655,-123.2314",2001-05-23,0.1,ALEXIS CREEK,BC,52.08,-123.2,"52.08,-123.2",723.9,1080285,0.9087144016971076,-2.1507936718421403,0.9089674744386468,-2.150245638457014,2.682591079014753
4033,BC,52.0,-123.15,"52.0,-123.15",2001-05-26,5.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9075712110370514,-2.1493729738310168,0.9084438756630485,-2.1497220396814156,5.7220761062670595
4034,BC,52.0522,-123.8814,"52.0522,-123.8814",2001-05-27,0.1,PUNTZI MOUNTAIN,BC,52.07,-124.05,"52.07,-124.05",909.5,1086556,0.9084822729065923,-2.162138311980103,0.9087929415134474,-2.1650809370989657,11.687688367126764
4035,BC,51.775,-122.8383,"51.775,-122.8383",2001-06-19,0.2,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9036442202200641,-2.1439327825525507,0.9084438756630485,-2.1497220396814156,38.090356518098595
4036,BC,51.9733,-123.35,"51.9733,-123.35",2001-06-27,20.2,ALEXIS CREEK,BC,52.06,-123.37,"52.06,-123.37",853.4,1080283,0.9071052081267689,-2.152863632335005,0.908618408588248,-2.1532126981854045,9.731154978057413
4037,BC,51.9283,-123.1367,"51.9283,-123.1367",2001-07-08,0.009,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9063198099633715,-2.1491408450405016,0.9084438756630485,-2.1497220396814156,13.714570352984078
4038,BC,52.0257,-123.1786,"52.0257,-123.1786",2001-07-25,0.1,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9080197606548139,-2.1498721379970873,0.9084438756630485,-2.1497220396814156,2.763590924360356
4039,BC,52.108,-124.0713,"52.108,-124.0713",2001-08-11,0.009,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9094561666292051,-2.1654526922296404,0.9093165402890457,-2.166302667575362,3.4409114104376965
4040,BC,52.1009,-123.4464,"52.1009,-123.4464",2001-08-16,0.009,REDSTONE STUART RANCH,BC,52.09,-123.42,"52.09,-123.42",841.9,1086695,0.9093322482523137,-2.154546129733928,0.9091420073638463,-2.1540853628114016,2.1715193025649833
4041,BC,52.1348,-123.1911,"52.1348,-123.1911",2001-08-16,1.0,ALEXIS CREEK,BC,52.08,-123.2,"52.08,-123.2",723.9,1080285,0.9099239148687397,-2.150090304153587,0.9089674744386468,-2.150245638457014,6.119876686123731
4042,BC,52.0846,-123.366,"52.0846,-123.366",2001-08-27,0.009,ALEXIS CREEK,BC,52.06,-123.37,"52.06,-123.37",853.4,1080283,0.9090477595842386,-2.1531428850153245,0.908618408588248,-2.1532126981854045,2.7472974365697507
4043,BC,52.1,-123.45,"52.1,-123.45",2001-09-01,0.009,REDSTONE STUART RANCH,BC,52.09,-123.42,"52.09,-123.42",841.9,1086695,0.9093165402890457,-2.154608961587,0.9091420073638463,-2.1540853628114016,2.3301529519802235
4044,BC,52.1082,-124.0727,"52.1082,-124.0727",2001-09-09,0.009,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9094596572877092,-2.1654771268391686,0.9093165402890457,-2.166302667575362,3.35464959008065
4045,BC,52.0012,-123.1365,"52.0012,-123.1365",2001-09-10,0.2,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9075921549880752,-2.1491373543819976,0.9084438756630485,-2.1497220396814156,5.88683119018463
4046,BC,51.97,-124.7967,"51.97,-124.7967",2001-09-15,0.75,KLEENA KLEENE,BC,52.03,-124.54,"52.03,-124.54",823.0,1084349,0.907047612261453,-2.1781133106236075,0.9080948098126497,-2.1736330504337382,18.78530427855971
4047,BC,51.7063,-124.0432,"51.7063,-124.0432",2001-09-24,195.0,TATLA LAKE BCFS,BC,51.54,-124.36,"51.54,-124.36",944.9,1088009,0.9024451790239439,-2.16496225470983,0.8995426964778774,-2.170491457780148,28.621613061104668
4048,BC,51.9523,-123.8727,"51.9523,-123.8727",2001-09-24,0.2,PUNTZI MOUNTAIN,BC,52.07,-124.05,"52.07,-124.05",909.5,1086556,0.9067386889838501,-2.1619864683351797,0.9087929415134474,-2.1650809370989657,17.836368748472452
4049,BC,52.0832,-123.2517,"52.0832,-123.2517",2001-09-23,0.009,ALEXIS CREEK,BC,52.08,-123.2,"52.08,-123.2",723.9,1080285,0.9090233249747106,-2.151147973680295,0.9089674744386468,-2.150245638457014,3.5484901300893896
4050,BC,52.2283,-124.0317,"52.2283,-124.0317",2001-10-26,0.009,PUNTZI MOUNTAIN,BC,52.1,-124.12,"52.1,-124.12",1371.6,1086555,0.9115557977193544,-2.164761541845851,0.9093165402890457,-2.166302667575362,15.475762825089296
4051,BC,51.5417,-123.775,"51.5417,-123.775",2001-11-13,0.009,CHILKO LAKE,BC,51.37,-124.09,"51.37,-124.09",1172.0,1081515,0.8995723670751613,-2.1602812816559815,0.896575636749487,-2.165779068799764,28.979438398574704
4052,BC,51.55,-123.45,"51.55,-123.45",2001-11-12,6.0,TASEKO RIVER VICK CREEK,BC,51.36,-123.41,"51.36,-123.41",1239.9,1087998,0.8997172294030769,-2.154608961587,0.8964011038242876,-2.153910829886202,21.29467458932498
4053,BC,51.6,-122.65,"51.6,-122.65",2002-06-15,0.009,WINEGLASS RANCH,BC,51.51,-122.39,"51.51,-122.39",487.7,109QR57,0.9005898940290741,-2.1406463275710452,0.8990190977022792,-2.13610847151586,20.560663204844015
4054,BC,51.6542,-122.5333,"51.6542,-122.5333",2002-06-14,0.1,WINEGLASS RANCH,BC,51.51,-122.39,"51.51,-122.39",487.7,109QR57,0.901535862483655,-2.138609528333968,0.8990190977022792,-2.13610847151586,18.833239744918338
4055,BC,52.154,-122.8202,"52.154,-122.8202",2002-08-24,0.009,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9102590180851227,-2.1436168779579394,0.9084438756630485,-2.1497220396814156,26.526987682105037
